_id,Date,Line,Time,Day,Station,Incident,Min Delay,Min Gap,Bound,Vehicle
975,2025-01-30,510,17:08,Thursday,SPADINA AND FORT YORK,General Delay,None,None,None,None
976,2025-01-30,501,18:19,Thursday,PARLIAMENT AND DUNDAS,Mechanical,10,20,E,4567
977,2025-01-30,505,18:24,Thursday,DUNDAS AND RIVER,Operations,10,20,E,4426
978,2025-01-30,505,18:27,Thursday,DUNDAS AND RIVER,Operations,10,20,E,4426
979,2025-01-30,510,18:43,Thursday,SPADINA AND FORT YORK,Mechanical,4,8,S,8839
980,2025-01-30,511,19:14,Thursday,BATHURST AND QUEEN,Security,27,37,S,4562
981,2025-01-30,504,19:17,Thursday,CHERRY AND FRONT,Utilized Off Route,10,20,E,4628
982,2025-01-30,505,20:27,Thursday,DUNDAS WEST STATION,Cleaning - Unsanitary,10,20,E,4446
983,2025-01-30,512,20:43,Thursday,ST CLAIR AND OLD WESTO,General Delay,None,None,None,None
984,2025-01-30,501,21:40,Thursday,SUNNYSIDE LOOP,Security,None,None,None,4605
985,2025-01-30,None,22:10,Thursday,3190 LAKESHORE OPPOSIT,Overhead,98,108,None,None
986,2025-01-30,504,22:32,Thursday,CHERRY AND FRONT,Cleaning - Unsanitary,10,20,W,4432
987,2025-01-30,505,00:47,Thursday,BROADVIEW STATION,Emergency Services,10,20,None,4522
988,2025-01-30,306,01:05,Thursday,COXWELL AND QUEEN,Security,None,None,S,4435
989,2025-01-30,506,01:07,Thursday,LANSDOWNE LOOP,Security,20,40,None,4607
990,2025-01-30,509,01:35,Thursday,FLEET LOOP,Security,None,None,None,4437
991,2025-01-31,501,02:11,Friday,QUEEN AND JUST N OF PA,Security,15,30,N,4603
992,2025-01-31,505,04:14,Friday,QUEEN AND LESLIE,Security,None,None,E,4418
993,2025-01-31,505,04:42,Friday,QUEEN AND LESLIE,Security,None,None,None,4613
994,2025-01-31,504,06:21,Friday,DISTILLERY LOOP,Cleaning - Unsanitary,10,20,E,4481
995,2025-01-31,512,06:55,Friday,ST CLAIR AND WYCHWOOD,Operations,11,20,E,4487
996,2025-01-31,506,07:13,Friday,GERRARD AND BROADVIEW,Cleaning - Unsanitary,10,20,E,4496
997,2025-01-31,504,08:57,Friday,KING AND DUFFERIN,General Delay,10,16,W,4440
998,2025-01-31,501,09:39,Friday,QUEEN AND GREENWOOD,Diversion,10,20,W,4577
999,2025-01-31,504,10:04,Friday,DUNDAS WEST STATION,Security,10,20,None,4627
1000,2025-01-31,510,10:10,Friday,SPADINA AND QUEEN,Mechanical,4,7,S,8797
1001,2025-01-31,504,10:13,Friday,KING AND YONGE,General Delay,10,17,W,4413
1002,2025-01-31,504,14:23,Friday,KING AND SUMACH,Operations,10,20,W,4412
1003,2025-01-31,511,14:43,Friday,BATHURST STATION,Security,10,20,S,4549
1004,2025-01-31,511,14:51,Friday,FLEET AND BATHURST,Operations,7,14,W,4519
1005,2025-01-31,501,15:05,Friday,CHURCH AND RICHMOND,Cleaning - Unsanitary,10,20,W,4536
1006,2025-01-31,512,15:16,Friday,ST. CLAIR WEST STATION,Operations,12,20,W,4487
1007,2025-01-31,510,16:13,Friday,SPADINA STATION,Mechanical,2,5,S,8750
1008,2025-01-31,512,17:22,Friday,ST CLAIR AND DUFFERIN,Operations,8,16,E,4630
1009,2025-01-31,506,17:31,Friday,DUNDAS AND BAY,Investigation,28,38,E,4491
1010,2025-01-31,505,18:26,Friday,DUNDAS AND BAY,Diversion,31,41,E,4512
1011,2025-01-31,505,18:56,Friday,DUNDAS AND REGENT PARK,Security,31,41,E,4451
1012,2025-01-31,501,19:24,Friday,QUEEN AND RONCESVALLES,Operations,10,20,E,4533
1013,2025-01-31,501,19:28,Friday,QUEEN AND SHERBOURNE,Emergency Services,5,15,W,4590
1014,2025-01-31,501,19:38,Friday,QUEEN AND YORK,Emergency Services,20,30,E,4533
1015,2025-01-31,504,19:41,Friday,RONCESVALLES AND QUEEN,Diversion,133,143,E,4400
1016,2025-01-31,505,19:47,Friday,DUNDAS AND SHAW,Emergency Services,17,27,W,4475
1017,2025-01-31,507,20:05,Friday,LAKESHORE AND THIRTY S,Diversion,67,10,W,4524
1018,2025-01-31,507,20:07,Friday,LAKESHORE AND THIRTY-S,Collision - TTC Involved,10,20,E,4529
1019,2025-01-31,501,21:34,Friday,QUEEN AND GLADSTONE,Diversion,32,42,E,4569
1020,2025-01-31,505,22:45,Friday,PARLIAMENT AND DUNDAS,Security,10,20,N,4458
1021,2025-01-31,505,00:45,Friday,KINGSTON RD LOOP,Emergency Services,None,None,None,4473
1022,2025-01-31,501,01:10,Friday,QUEEN AND DUFFERIN,Security,7,17,W,4600
1023,2025-01-31,501,01:46,Friday,LONG BRANCH LOOP,Emergency Services,15,30,None,4544
1024,2025-01-31,501,01:49,Friday,LAKESHORE AND KIPLING,Diversion,30,45,W,4600
1025,2025-01-31,506,01:57,Friday,CARLTON AND ONTARIO,General Delay,None,None,None,None
