_id,Date,Line,Time,Day,Station,Incident,Min Delay,Min Gap,Bound,Vehicle
1,2025-01-01,504,02:10,Wednesday,KING AND PARLIAMENT,Cleaning - Unsanitary,10,20,W,4569
2,2025-01-01,506,02:50,Wednesday,COLLEGE AND HURON,General Delay,34,49,E,4480
3,2025-01-01,504,03:11,Wednesday,KING AND QUEEN EAST,Operations,15,30,E,4629
4,2025-01-01,501,05:14,Wednesday,QUEEN AND DUFFERIN,General Delay,36,55,E,4455
5,2025-01-01,504,06:14,Wednesday,LESLIE CARHOUSE,Mechanical,10,20,E,4483
6,2025-01-01,504,09:02,Wednesday,KING AND JAMESON,Emergency Services,10,20,W,4606
7,2025-01-01,510,11:51,Wednesday,SPADINA AND BLOOR,Operations,7,15,E,3356
8,2025-01-01,512,12:06,Wednesday,ST. CLAIR AND VAUGHAN,Operations,8,16,E,4403
9,2025-01-01,505,13:39,Wednesday,DUNDAS AND DENISON,Mechanical,8,16,W,4584
10,2025-01-01,511,15:03,Wednesday,BATHURST AND DUNDAS,General Delay,47,57,S,4410
11,2025-01-01,504,15:04,Wednesday,RONCESVALLES AND HOWAR,Cleaning - Unsanitary,10,20,N,4556
12,2025-01-01,501,16:19,Wednesday,NEVILLE PARK AND QUEEN,Emergency Services,10,20,E,4453
13,2025-01-01,506,18:35,Wednesday,GERRARD AND JONES,Emergency Services,10,20,W,4504
14,2025-01-01,505,19:06,Wednesday,BROADVIEW AND DUNDAS,Operations,19,20,E,4473
15,2025-01-01,501,19:19,Wednesday,HUMBER LOOP,Cleaning - Unsanitary,10,20,S,4480
16,2025-01-01,511,20:40,Wednesday,BATHURST AND WELLINGTO,General Delay,9,18,S,4496
17,2025-01-01,512,21:27,Wednesday,ST CLAIR AND LANSDOWNE,Cleaning - Unsanitary,9,18,E,4618
18,2025-01-01,511,22:10,Wednesday,BATHURST AND NIAGARA,Cleaning - Unsanitary,9,18,S,4422
19,2025-01-01,504,22:46,Wednesday,SPRINGHURST LOOP,Security,10,20,W,4611
20,2025-01-01,506,00:18,Wednesday,RONCESVALLES AND THE Q,Emergency Services,None,None,S,4574
21,2025-01-01,511,01:23,Wednesday,BATHURST STATION,Emergency Services,16,25,S,4416
22,2025-01-02,504,03:27,Thursday,SUNNYSIDE LOOP,Emergency Services,None,None,None,4561
23,2025-01-02,305,03:49,Thursday,DUNDAS AND BLOOR,Cleaning - Unsanitary,15,30,W,4499
24,2025-01-02,501,04:53,Thursday,THE QUEENSWAY AND GLEN,Security,19,50,W,4586
25,2025-01-02,504,05:04,Thursday,KINGSTON LOOP,Security,None,None,N,4427
26,2025-01-02,507,05:14,Thursday,THE QUEENWAY AND GLEND,General Delay,None,None,W,4500
27,2025-01-02,511,05:45,Thursday,BATHURST AND HOTSPUR,Mechanical,10,20,S,9006
28,2025-01-02,506,05:53,Thursday,GERRARD AND MAIN,Cleaning - Unsanitary,13,26,W,4442
29,2025-01-02,507,08:14,Thursday,HUMBER LOOP,Security,40,50,None,4574
30,2025-01-02,508,08:33,Thursday,HUMBER LOOP,Security,20,40,N,4453
31,2025-01-02,511,09:18,Thursday,BATHURST AND ROBINSON,Security,None,None,S,4405
32,2025-01-02,501,09:34,Thursday,NEVILLE PARK LOOP,Emergency Services,29,37,E,4437
33,2025-01-02,501,09:41,Thursday,NEVILLE PARK LOOP,Emergency Services,49,58,E,4550
34,2025-01-02,501,11:28,Thursday,NEVILLE LOOP,Cleaning - Unsanitary,9,18,E,4570
35,2025-01-02,505,11:31,Thursday,DUNDAS WEST STATION,Emergency Services,25,35,None,4556
36,2025-01-02,510,12:20,Thursday,SPADINA STATION,Security,4,7,None,8762
37,2025-01-02,507,12:22,Thursday,LONG BRANCH LOOP,Cleaning - Unsanitary,10,20,N,4500
38,2025-01-02,512,12:44,Thursday,GUNNS LOOP,Emergency Services,29,37,None,4464
39,2025-01-02,510,12:49,Thursday,SPADINA AND BLOOR,Mechanical,7,14,N,8199
40,2025-01-02,511,12:58,Thursday,QUEENSQUAY AND YORK,Emergency Services,131,141,W,4454
41,2025-01-02,509,13:03,Thursday,YORK AND QUEENS QUAY,Diversion,92,98,None,4443
42,2025-01-02,501,13:10,Thursday,HUMBER LOOP,Operations,10,20,S,4546
43,2025-01-02,503,13:21,Thursday,QUEEN AND WOODFIELD,Operations,12,22,E,4509
44,2025-01-02,504,13:36,Thursday,DUFFERION GATE LOOP,Security,None,None,N,4415
45,2025-01-02,504,13:39,Thursday,DUFFERIN AND KING,Mechanical,14,24,E,4529
46,2025-01-02,512,14:00,Thursday,ST CLAIR AND DUFFERIN,General Delay,None,None,E,None
47,2025-01-02,511,14:30,Thursday,BATHURST AND QUEEN,Operations,10,20,S,4406
48,2025-01-02,504,16:09,Thursday,SUMACH AND BROADVIEW,Security,10,20,E,4480
49,2025-01-02,501,16:22,Thursday,BROADVIEW AND QUEEN,Diversion,12,22,E,4514
50,2025-01-02,503,16:23,Thursday,QUEEN AND CAROLINE,Security,12,22,E,4571
51,2025-01-02,510,16:45,Thursday,SPADINA AND QUEENS QUA,Cleaning - Unsanitary,7,14,N,3239
52,2025-01-02,505,16:49,Thursday,BROADVIEW STATION,Emergency Services,10,20,None,4522
53,2025-01-02,505,17:25,Thursday,DUNDAS AND YONGE,Emergency Services,21,10,W,4418
54,2025-01-02,505,19:00,Thursday,DUNDAS AND OSSINGTON,Cleaning - Unsanitary,10,20,None,4404
55,2025-01-02,501,20:16,Thursday,QUEEN AND BEATY,Security,11,22,W,4449
56,2025-01-02,510,21:23,Thursday,EXHIBITION LOOP,Emergency Services,7,14,None,3357
57,2025-01-02,501,21:30,Thursday,QUEEN AND JAMESON,Collision - TTC Involved,33,43,E,4519
58,2025-01-02,501,21:32,Thursday,HUMBER LOOP,Diversion,33,43,E,4570
59,2025-01-02,510,23:10,Thursday,SPADINA AND DUNDAS,Operations,10,20,N,8333
60,2025-01-02,505,00:13,Thursday,DUNDAS AND JARVIS,Security,66,76,E,4615
61,2025-01-02,505,00:48,Thursday,BROADVIEW STATION,Security,None,None,E,4549
62,2025-01-02,506,00:52,Thursday,RONCESVALLE AND QUEEN,Security,None,None,S,4540
63,2025-01-02,504,01:20,Thursday,SUNNYSIDE LOOP,Emergency Services,10,20,W,4428
64,2025-01-02,510,01:57,Thursday,SPADINA AND ADELAIDE,Security,10,40,S,8789
65,2025-01-02,507,01:59,Thursday,QUEEN AND RONCESVALLES,Security,None,None,W,4598
66,2025-01-03,512,03:00,Friday,KINGSTON LOOP,Security,None,None,E,4526
67,2025-01-03,501,03:13,Friday,CHUCH AND KING,Security,15,30,S,4525
68,2025-01-03,501,04:19,Friday,HUMBER LOOP,Cleaning - Unsanitary,15,30,E,4551
69,2025-01-03,503,05:04,Friday,QUEEN AND GREENWOOD,Security,None,None,E,4444
70,2025-01-03,501,05:54,Friday,QUEENSWAY AND GLENDALE,Security,18,28,E,4589
71,2025-01-03,505,05:57,Friday,VICTORIA AND DUNDAS,General Delay,12,22,W,4507
72,2025-01-03,505,06:54,Friday,LANSDOWNE AND DUNDAS,General Delay,21,31,E,4507
73,2025-01-03,501,07:15,Friday,QUEEN AND CHURCH,Diversion,36,45,N,4404
74,2025-01-03,504,07:30,Friday,CHURCH AND RICHMOND,Mechanical,10,20,N,4491
75,2025-01-03,501,08:02,Friday,QUEEN AND OSSINGTON,Mechanical,9,18,W,4584
76,2025-01-03,505,09:13,Friday,BROADVIEW STATION,Mechanical,10,20,W,4485
77,2025-01-03,505,11:48,Friday,DUNDAS AND DOVERCOURT,Operations,22,32,E,4499
78,2025-01-03,512,13:06,Friday,ST CLAIR AND WYCHWOOD,Cleaning - Unsanitary,10,20,W,4429
79,2025-01-03,504,13:11,Friday,KING AND SUDBURY,Mechanical,10,20,E,4533
80,2025-01-03,504,14:03,Friday,RONCESVALLES AND KING,Collision - TTC Involved,12,22,N,4529
81,2025-01-03,512,14:32,Friday,ST CLAIR AND TWEEDSMUI,Cleaning - Unsanitary,8,16,W,4605
82,2025-01-03,512,15:11,Friday,ST CLAIR AND RUSSELL H,Cleaning - Unsanitary,8,16,E,4516
83,2025-01-03,510,19:15,Friday,CHARLOTTE AND KING,Security,6,12,S,8761
84,2025-01-03,511,20:13,Friday,WOLSELEY LOOP,Mechanical,9,17,S,7112
85,2025-01-03,505,20:57,Friday,DUNDAS AND BAY,Security,7,20,E,4507
86,2025-01-03,505,22:15,Friday,DUNDAS AND BATHURST,General Delay,15,15,E,4630
87,2025-01-03,506,22:17,Friday,GERRARD AND BROADVIEW,Operations,16,26,W,4420
88,2025-01-03,510,23:27,Friday,SPADINA STATION,Security,10,20,N,8653
89,2025-01-03,511,00:39,Friday,BATHURST AND KING,Cleaning - Unsanitary,10,20,S,7019
90,2025-01-03,506,01:59,Friday,UPPER GERRARD AND GLEN,Diversion,19,34,W,4500
91,2025-01-04,305,02:21,Saturday,DUNDAS AND UNIVERSITY,Security,30,45,E,4567
92,2025-01-04,504,04:20,Saturday,DUNDAS WEST STATION,Operations,15,30,E,4532
93,2025-01-04,505,04:43,Saturday,DUNDAS WEST STATION,Security,None,None,W,4540
94,2025-01-04,507,05:17,Saturday,QUEEN AND RONCESVALLES,Emergency Services,15,30,W,4558
95,2025-01-04,512,05:51,Saturday,QUEEN AND LESLIE,Security,None,None,E,4472
96,2025-01-04,510,06:37,Saturday,BATHURST AND LAKESHORE,Security,4,8,S,3360
97,2025-01-04,506,07:42,Saturday,LANSDOWNE AND COLLEGE,General Delay,10,20,N,4574
98,2025-01-04,506,09:12,Saturday,HOWARD PARK AND HIGH P,Diversion,10,20,None,4577
99,2025-01-04,504,09:15,Saturday,DISTILLERY LOOP,Cleaning - Unsanitary,10,20,N,4452
100,2025-01-04,501,12:32,Saturday,QUEEN AND HAMBLY,Diversion,9,19,W,4441
101,2025-01-04,501,13:27,Saturday,QUEEN AND KINGSTON,Cleaning - Unsanitary,9,18,None,4418
102,2025-01-04,510,14:14,Saturday,SPADINA STATION,Collision - TTC Involved,5,10,S,8826
103,2025-01-04,505,14:30,Saturday,DUNDAS AND JARVIS,Cleaning - Unsanitary,6,12,E,4564
104,2025-01-04,510,17:57,Saturday,SPADINA AND QUEEN,Operations,10,20,N,8665
105,2025-01-04,511,19:01,Saturday,BATHURST STATION,Emergency Services,None,None,S,4491
106,2025-01-04,501,20:10,Saturday,NEVILLE LOOP,Security,10,20,None,4489
107,2025-01-04,512,20:10,Saturday,ST CLAIR AND EARLSCOUR,Overhead,9,18,E,4526
108,2025-01-04,501,21:00,Saturday,QUEENSWAY EAST OF HUMB,General Delay,50,60,E,4449
109,2025-01-04,511,21:16,Saturday,BATHURST AND KING,Utilized Off Route,10,20,N,7043
110,2025-01-04,512,21:30,Saturday,ST CLAIR AND EARLS COU,Overhead,9,18,E,4466
111,2025-01-04,505,21:57,Saturday,BROADVIEW STATION,Emergency Services,10,20,W,4544
112,2025-01-04,504,22:08,Saturday,KING AND SUDBURY,Cleaning - Unsanitary,10,20,W,4591
113,2025-01-04,504,22:14,Saturday,DUNDAS AND BLOOR,Cleaning - Unsanitary,10,20,W,4404
114,2025-01-04,511,22:42,Saturday,BATHURST AND DUNDAS,Held By,14,24,N,4522
115,2025-01-04,512,00:11,Saturday,ST CLAIR AND WYCHWOOD,Utilized Off Route,10,20,E,4626
116,2025-01-04,506,00:29,Saturday,COLLEGE AND OSSINGTON,Security,24,34,E,4506
117,2025-01-04,504,01:38,Saturday,55 CONNAUGHT AVENUE,Operations,10,20,E,4588
118,2025-01-05,304,03:07,Sunday,DUNDAS AND BLOOR,Cleaning - Unsanitary,15,30,E,4547
119,2025-01-05,305,03:30,Sunday,DUNDAS AND RIVER,Operations,15,30,E,4422
120,2025-01-05,303,03:36,Sunday,KING AND PARLIAMENT,General Delay,18,33,E,4571
121,2025-01-05,505,04:05,Sunday,DUNDAS WEST STATION,Security,15,30,None,4601
122,2025-01-05,305,04:15,Sunday,DUNDAS WEST STATION,Emergency Services,15,30,W,4405
123,2025-01-05,506,04:46,Sunday,COLLEGE AND BATHURST,Cleaning - Unsanitary,20,40,E,4506
124,2025-01-05,304,06:16,Sunday,KING ABD SPENCER,Mechanical,15,30,E,4486
125,2025-01-05,503,06:21,Sunday,KING AND PARLIAMENT,Emergency Services,10,20,W,4516
126,2025-01-05,504,06:30,Sunday,KING AND PARLIAMENT,Diversion,20,35,W,4419
127,2025-01-05,501,06:50,Sunday,QUEEN AND SILVER BIRCH,Security,14,24,E,4545
128,2025-01-05,504,07:05,Sunday,DUFFERIN GATE LOOP,Cleaning - Unsanitary,15,30,W,4461
129,2025-01-05,504,07:38,Sunday,BROADVIEW AND GERRARD,Emergency Services,19,34,S,4501
130,2025-01-05,505,07:41,Sunday,BROADVIEW AND GERRARD,Emergency Services,10,20,S,4438
131,2025-01-05,None,09:12,Sunday,CNE LOOP,General Delay,None,None,None,None
132,2025-01-05,511,09:35,Sunday,BATHRUST BLOOR - UNION,General Delay,None,None,S,4602
133,2025-01-05,504,09:35,Sunday,KING AND CHURCH,Cleaning - Unsanitary,12,24,W,4419
134,2025-01-05,505,09:38,Sunday,BROADVIEW STATION,Emergency Services,10,20,None,4605
135,2025-01-05,505,11:04,Sunday,BROADVIEW STATION,Emergency Services,10,20,None,4406
136,2025-01-05,510,12:01,Sunday,QUEENS QUAY AND LOWER,Collision - TTC Involved,3,6,N,8673
137,2025-01-05,503,13:49,Sunday,QUEEN AND KINGSTON,Operations,7,17,W,4508
138,2025-01-05,501,13:52,Sunday,HUMBER LOOP,Cleaning - Unsanitary,10,20,W,4579
139,2025-01-05,501,14:10,Sunday,QUEENSWAY AND GLENDALE,Cleaning - Unsanitary,10,20,E,4539
140,2025-01-05,505,15:22,Sunday,BROADVIEW STATION,Emergency Services,11,19,None,4451
141,2025-01-05,501,17:41,Sunday,QUEEN AND EMPIRE,Cleaning - Unsanitary,10,20,E,4540
142,2025-01-05,501,18:31,Sunday,QUEEN AND WOODFIELD,Cleaning - Unsanitary,10,20,E,4567
143,2025-01-05,510,20:08,Sunday,SPADINA AND FRONT,Mechanical,3,6,S,8908
144,2025-01-05,504,20:21,Sunday,EDNA AND DUNDAS,Mechanical,10,20,S,4510
145,2025-01-05,507,20:52,Sunday,KIPLING LOOP,Emergency Services,10,20,W,4558
146,2025-01-05,504,22:12,Sunday,SUNNYSIDE LOOP,General Delay,10,20,W,4521
147,2025-01-05,505,23:33,Sunday,BROADVIEW STATION,Cleaning - Unsanitary,10,20,W,4504
148,2025-01-05,503,23:51,Sunday,KING AND VICTORIA,Diversion,11,22,E,4401
149,2025-01-05,504,23:53,Sunday,KING AND VICTORIA,Diversion,6,16,E,4513
150,2025-01-05,501,01:24,Sunday,QUEEN AND GREENWOOD,Emergency Services,46,56,E,4550
151,2025-01-05,503,01:30,Sunday,QUEEN AND GREENWOOD,Held By,25,35,E,4439
152,2025-01-06,305,02:24,Monday,BROADVIEW STATION,Emergency Services,None,None,N,4429
153,2025-01-06,506,04:36,Monday,KINGSTON ROAD LOOP,Security,None,None,E,4485
154,2025-01-06,507,05:18,Monday,RONCESVALLES YARD,Operations,12,17,W,4592
155,2025-01-06,512,06:08,Monday,ST CLAIR AVE WEST AND,Operations,8,18,W,4469
156,2025-01-06,512,07:23,Monday,ST CLAIR W AND VAUGHAN,General Delay,12,22,W,4634
157,2025-01-06,503,07:34,Monday,BINGHAM LOOP,Emergency Services,45,55,E,4444
158,2025-01-06,505,08:35,Monday,DUNDAS AND YONGE,Collision - TTC Involved,10,20,W,4455
159,2025-01-06,501,08:49,Monday,RONCESVALLES YARD,Operations,15,30,W,4589
160,2025-01-06,504,09:21,Monday,KING AND JARVIS,Diversion,15,25,W,4421
161,2025-01-06,503,09:30,Monday,KING AND SHERBOURNE,Diversion,8,18,W,4414
162,2025-01-06,505,10:49,Monday,BRAODVIEW AND GERRARD,Cleaning - Unsanitary,10,20,W,4461
163,2025-01-06,504,11:25,Monday,DUNDAS WEST STATION,Operations,10,20,W,4521
164,2025-01-06,505,12:36,Monday,DUNDAS AND MUNRO,Emergency Services,30,40,E,4628
165,2025-01-06,512,13:14,Monday,ST. CLAIR STATION,Investigation,None,None,None,4504
166,2025-01-06,509,13:38,Monday,UNION STATION,Emergency Services,16,23,None,4481
167,2025-01-06,510,13:42,Monday,DAN LECKIE AND QUEENS,Utilized Off Route,4,8,E,8822
168,2025-01-06,511,13:50,Monday,UNION STATION,Diversion,9,18,None,None
169,2025-01-06,501,14:17,Monday,QUEEN AND SUMACH,Diversion,780,790,E,4562
170,2025-01-06,512,14:25,Monday,ST CLAIR AND OAKWOOD,Diversion,9,17,W,4463
171,2025-01-06,507,14:53,Monday,ROYAL YORK AND LAKESHO,Mechanical,10,20,N,4511
172,2025-01-06,505,14:57,Monday,DUNDAS AND DOVERCOURT,Diversion,5,15,W,4443
173,2025-01-06,512,16:00,Monday,ST CLAIR AND AVENUE,General Delay,15,23,E,4504
174,2025-01-06,512,17:55,Monday,ST CLAIR AND BATHURST,General Delay,15,23,E,4449
175,2025-01-06,512,18:05,Monday,VAUGHAN AND ST CLAIR,General Delay,11,19,W,4616
176,2025-01-06,504,20:12,Monday,KING AND SPADINA,Operations,28,38,W,4474
177,2025-01-06,510,20:22,Monday,SPADINA AND KING,Diversion,26,30,N,8671
178,2025-01-06,504,20:35,Monday,BROADVIEW AND QUEEN,Mechanical,9,18,S,4411
179,2025-01-06,504,21:10,Monday,KING AND SPADINA,General Delay,None,None,None,None
180,2025-01-06,505,21:23,Monday,BROADVIEW STATION,Cleaning - Unsanitary,10,20,W,4443
181,2025-01-06,505,21:44,Monday,DUNDAS WEST STATION,Security,None,None,None,4429
182,2025-01-06,509,22:40,Monday,SPADINA AND FRONT,General Delay,48,54,S,4473
183,2025-01-06,509,00:12,Monday,FRONT AND SPADINA,General Delay,None,None,N,4622
184,2025-01-06,301,01:04,Monday,QUEEN AND SHAW,Diversion,40,50,W,4549
185,2025-01-06,501,01:45,Monday,LANSDOWNE LOOP,Security,None,None,None,4599
186,2025-01-07,506,02:11,Tuesday,HIGH PARK LOOP,Emergency Services,22,42,None,4529
187,2025-01-07,501,03:44,Tuesday,QUEEN AND SUMACH,Diversion,540,550,None,4565
188,2025-01-07,512,04:03,Tuesday,ST CLAIR STATION,General Delay,14,22,S,4624
189,2025-01-07,503,04:24,Tuesday,KINGSTON ROAD LOOP,Security,None,None,None,4414
190,2025-01-07,None,04:37,Tuesday,LESLIE BARNS,Operations,None,None,None,None
191,2025-01-07,507,04:43,Tuesday,RONCEVALLES YARD,Operations,13,19,None,4554
192,2025-01-07,511,04:44,Tuesday,RONCEVALLES YARD,Operations,10,11,None,4582
193,2025-01-07,507,04:49,Tuesday,RONCESVALLES YARD,Operations,6,11,None,4580
194,2025-01-07,511,04:50,Tuesday,RONCESVALLES YARD,Operations,9,16,None,4595
195,2025-01-07,507,04:56,Tuesday,RONCESVALLES YARD,Operations,5,17,None,4574
196,2025-01-07,501,04:56,Tuesday,RONCESVALLES YARD,Operations,10,22,None,4539
197,2025-01-07,501,05:02,Tuesday,RONCESVALLES YARD,Operations,6,12,None,4546
198,2025-01-07,501,05:03,Tuesday,RONCESVALLES YARD,Operations,15,30,None,4551
199,2025-01-07,507,05:06,Tuesday,RONCESVALLES YARD,Operations,12,24,None,4578
200,2025-01-07,501,05:06,Tuesday,RONCESVALLES TRANSPORT,Operations,None,None,None,4603
201,2025-01-07,301,05:14,Tuesday,LONG BRANCH LOOP,Collision - TTC Involved,None,None,None,4541
202,2025-01-07,501,06:07,Tuesday,QUEEN AND RONCESVALLES,General Delay,None,None,W,4552
203,2025-01-07,510,06:43,Tuesday,SPADINA STATION,Cleaning - Unsanitary,9,18,E,8715
204,2025-01-07,501,10:24,Tuesday,QUEENSWAY AND WINDEMER,Diversion,31,40,E,4553
205,2025-01-07,506,12:02,Tuesday,GERRARD AND BROADVIEW,Security,10,20,W,4605
206,2025-01-07,501,12:27,Tuesday,QUEEN AND SUMACH,Operations,9,18,E,4589
207,2025-01-07,501,15:40,Tuesday,QUEEN AND RONCESVALLES,Diversion,20,30,E,4539
208,2025-01-07,512,16:18,Tuesday,ST CLAIR WEST STATION,Rail/Switches,None,None,W,4459
209,2025-01-07,510,16:43,Tuesday,SPADINA AND BALDWIN,Emergency Services,2,5,N,8799
210,2025-01-07,510,17:02,Tuesday,SPADINA AND COLLEGE,Mechanical,2,5,N,8726
211,2025-01-07,512,17:26,Tuesday,ST CLAIR AND CHRISTIE,General Delay,None,None,W,None
212,2025-01-07,503,18:10,Tuesday,BROADVIEW AND QUEEN,Mechanical,10,20,S,4522
213,2025-01-07,505,18:24,Tuesday,BROADVIEW STATION - 50,Security,10,20,None,4526
214,2025-01-07,505,19:13,Tuesday,BAY AND DUNDAS,Cleaning - Unsanitary,10,20,W,4524
215,2025-01-07,501,21:11,Tuesday,SUNNYSIDE LOOP,Emergency Services,None,None,W,4591
216,2025-01-07,504,21:49,Tuesday,CHURCH AND KING,Emergency Services,10,20,W,4422
217,2025-01-07,506,23:00,Tuesday,COLLEGE AND SPADINA,Diversion,None,None,W,4628
218,2025-01-07,512,23:31,Tuesday,ST CLAIR AND LANSDOWNE,Operations,8,18,W,4456
219,2025-01-07,505,01:53,Tuesday,KINGSTON LOOP,Security,None,None,E,4521
220,2025-01-08,503,03:00,Wednesday,KING AND TYNDALL AVE,Diversion,14,29,E,4631
221,2025-01-08,304,03:02,Wednesday,KING AND SPENCER,Diversion,14,34,E,4470
222,2025-01-08,306,04:20,Wednesday,MAIN STREET STATION,Cleaning - Unsanitary,20,40,W,4415
223,2025-01-08,303,05:03,Wednesday,KING AND QUEEN,Security,19,39,W,4631
224,2025-01-08,501,07:02,Wednesday,QUEEN AND KINGSTON,Cleaning - Unsanitary,8,16,W,4548
225,2025-01-08,509,07:03,Wednesday,KING AND SPADINA,Operations,6,12,W,4453
226,2025-01-08,508,07:27,Wednesday,HUMBER LOOP,General Delay,20,40,None,4556
227,2025-01-08,501,08:13,Wednesday,YORK AND ADELAIDE,Mechanical,9,18,None,4564
228,2025-01-08,506,08:47,Wednesday,COLLEGE AND DOVERCOURT,Mechanical,None,None,W,4485
229,2025-01-08,505,09:24,Wednesday,DUNDAS AND REGENT PARK,Collision - TTC Involved,47,57,E,4441
230,2025-01-08,504,09:32,Wednesday,KING AND JEFFERSON,Diversion,18,28,None,None
231,2025-01-08,510,09:59,Wednesday,SPADINA AND BREMNER,Mechanical,4,8,None,8836
232,2025-01-08,510,12:15,Wednesday,SPADINA AND BLOOR,Mechanical,5,10,None,8856
233,2025-01-08,506,12:18,Wednesday,GERRARD AND NORWOOD,Emergency Services,10,20,E,4501
234,2025-01-08,504,12:27,Wednesday,KING AND UNIVERSITY,Cleaning - Unsanitary,10,20,E,4430
235,2025-01-08,512,15:46,Wednesday,ST CLAIR AND DUFFERIN,General Delay,14,22,E,4487
236,2025-01-08,501,16:48,Wednesday,QUEEN AND BROADVIEW,Mechanical,10,20,W,4564
237,2025-01-08,510,19:57,Wednesday,SPADINA AND NASSAU,Security,3,5,S,8663
238,2025-01-08,505,21:50,Wednesday,DUNDAS WEST STATION,Security,10,20,W,4454
239,2025-01-08,501,21:51,Wednesday,QUEEN AND RONCESVALLES,Operations,10,20,W,4574
240,2025-01-08,501,22:21,Wednesday,KINGSTON LOOP,Security,10,20,E,4554
241,2025-01-08,511,22:50,Wednesday,BATHURST STATION,Operations,13,23,S,4575
242,2025-01-08,506,23:16,Wednesday,CARLTON AND JARVIS,Operations,12,22,E,4405
243,2025-01-08,512,01:30,Wednesday,ST CLAIR WEST STATION,Mechanical,10,20,E,4505
244,2025-01-09,503,02:30,Thursday,QUEEN AND KINGSTON,Rail/Switches,None,None,E,4431
245,2025-01-09,304,02:50,Thursday,BROADVIEW AND JACK LAY,General Delay,25,45,W,4465
246,2025-01-09,305,03:10,Thursday,BROADVIEW AND GERRARD,Mechanical,25,40,S,4456
247,2025-01-09,507,04:13,Thursday,QUEEN AND AUGUSTA,General Delay,20,40,E,4586
248,2025-01-09,506,07:46,Thursday,MAIN STREET STATION,Diversion,7,14,None,4472
249,2025-01-09,501,09:51,Thursday,QUEEN AND BROOKLYN,Cleaning - Unsanitary,10,20,W,4546
250,2025-01-09,510,10:08,Thursday,QUEENS QUAY AND LOWER,Mechanical,5,10,W,8839
251,2025-01-09,505,10:52,Thursday,BROADVIEW,Collision - TTC Involved,18,28,None,4517
252,2025-01-09,510,12:04,Thursday,SPADINA AND KING (SOUT,Mechanical,4,8,N,8829
253,2025-01-09,504,13:34,Thursday,HOWARD PARK AND RONCES,Cleaning - Unsanitary,10,20,W,4433
254,2025-01-09,504,14:19,Thursday,KING AND BATHURST,Emergency Services,10,20,W,4510
255,2025-01-09,512,15:09,Thursday,ST CLAIR AND DUFFERIN,General Delay,11,19,W,4628
256,2025-01-09,506,15:17,Thursday,GERRARD AND COXWELL,Diversion,72,82,E,4432
257,2025-01-09,506,16:17,Thursday,GERRARD AND BLACKBURN,General Delay,None,None,None,None
258,2025-01-09,501,16:24,Thursday,QUEEN AND NEVILLE PARK,Emergency Services,20,30,E,4566
259,2025-01-09,510,17:20,Thursday,SPADINA STATION,Investigation,3,5,N,8735
260,2025-01-09,512,17:43,Thursday,ST CLAIR WEST STATION,General Delay,None,None,W,4420
261,2025-01-09,510,18:18,Thursday,SPADINA AND BLOOR,Collision - TTC Involved,3,5,N,8671
262,2025-01-09,512,19:17,Thursday,ST CLAIR AND LANSDOWNE,Operations,8,16,W,4528
263,2025-01-09,505,20:06,Thursday,DUNDAS AND BAY,General Delay,10,20,E,4517
264,2025-01-09,505,20:13,Thursday,DUNDAS AND CLAREMONT,Collision - TTC Involved,41,51,E,4470
265,2025-01-09,505,20:13,Thursday,MCCAUL AND DUNDAS,Emergency Services,10,20,N,4459
266,2025-01-09,506,21:25,Thursday,DUNDAS AND STERLING,Cleaning - Unsanitary,10,20,E,4443
267,2025-01-09,512,22:17,Thursday,ST CLAIR AND OAKWOOD,General Delay,12,22,W,4451
268,2025-01-09,501,00:02,Thursday,SUNNYSIDE LOOP,Emergency Services,10,20,None,4584
269,2025-01-09,505,00:06,Thursday,DUNDAS AND HOWARD PARK,Security,10,20,E,4607
270,2025-01-09,505,01:07,Thursday,DUNDAS AND SHERIDAN,Mechanical,10,20,E,4476
271,2025-01-09,504,01:42,Thursday,CHERRY AND FRONT,Cleaning - Unsanitary,10,20,E,4510
272,2025-01-09,505,01:52,Thursday,PARLIAMENT AND QUEEN,Emergency Services,20,35,N,4613
273,2025-01-09,501,01:59,Thursday,PARLIAMENT AND SHUTER,Security,15,30,S,4551
274,2025-01-10,507,02:00,Friday,RONCESVALLES CARHOUSE,Held By,18,33,W,4561
275,2025-01-10,506,02:08,Friday,COLLEGE AND GLADSTONE,Diversion,11,21,E,4520
276,2025-01-10,511,05:04,Friday,QUEENS QUAY AND SPADIN,Security,11,21,E,4566
277,2025-01-10,511,05:05,Friday,RONCESVALLES CARHOUSE,Security,11,21,W,4566
278,2025-01-10,511,06:55,Friday,RONCESVALLES CARHOUSE,Operations,9,None,E,4592
279,2025-01-10,510,09:33,Friday,SPADINA STATION,Utilized Off Route,3,7,E,8864
280,2025-01-10,506,10:07,Friday,QUEENS PARK STATION,Security,10,20,E,4634
281,2025-01-10,512,10:26,Friday,ST CLAIR WEST STATION,Operations,8,16,None,4622
282,2025-01-10,501,10:40,Friday,QUEEN AND RIVER,Diversion,27,36,W,4532
283,2025-01-10,504,12:50,Friday,RONCESVALLES CARHOUSE,Security,10,20,E,4416
284,2025-01-10,501,13:03,Friday,CHURCH AND QUEEN,Security,10,20,N,4565
285,2025-01-10,501,13:30,Friday,ADELAIDE AND BAY,Investigation,10,20,E,4539
